笠間１丁目,555 
笠間２丁目,5354 
笠間３丁目,839 
笠間４丁目,755 
笠間５丁目,237 
笠間町,58 
亀井町,21 
金井町,660 
桂台西１丁目,34 
桂台西２丁目,326 
桂台中,526 
桂台東,46 
桂台南１丁目,160 
桂台南２丁目,55 
桂台北,22 
桂町,2548 
犬山町,468 
元大橋１丁目,86 
元大橋２丁目,135 
公田町,1886 
若竹町,37 
小山台１丁目,211 
小山台２丁目,180 
小菅ケ谷１丁目,1292 
小菅ケ谷２丁目,810 
小菅ケ谷３丁目,421 
小菅ケ谷４丁目,387 
小菅ケ谷町,-
庄戸１丁目,117 
庄戸２丁目,18 
庄戸３丁目,29 
庄戸４丁目,74 
庄戸５丁目,28 
上郷町,2253 
上之町,239 
鍛冶ケ谷１丁目,277 
鍛冶ケ谷２丁目,404 
鍛冶ケ谷町,88 
中野町,435 
長沼町,680 
長倉町,143 
長尾台町,1085 
田谷町,2057 
東上郷町,72 
柏陽,192 
飯島町,2192 
尾月,25 
本郷台１丁目,92 
本郷台２丁目,180 
本郷台３丁目,69 
本郷台４丁目,126 
本郷台５丁目,24 
野七里１丁目,353 
野七里２丁目,61 
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
